"Site_nr" "site_name" "region" "cluster" "cluster_name" "stratum" "utm_x" "utm_y" "EIV_L" "EIV_M" "EIV_Ph" "EIV_N" "EIV_S" "bio_stratum" "normalizedz_mean" "plant1" "plant2" "plant3" "plant4" "fung1" "fung2" "fung3" "fung4" "eukar1" "eukar2" "eukar3" "eukar4" "insect1" "insect2" "insect3" "insect4" "HighForest" "Forest" "Agriculture" "Coniferous" "Beech" "Oak" "Willow" "Heathland" "Dwarfshrubs" "Atlantic" "Jutland"
"11" 11 "Lild_Strand" "Njut" "NT" "Thy" "EarlyMoistPoor" 497046.4 6333482 6.779 6.093 3.568 2.426 0.16282 "EarlyWetPoor" 0.004704416 -0.557948692005354 -0.427137433705836 -0.0298579131115038 0.110822620160697 -0.778508678445597 0.441222794489977 0.175660752084921 0.115800197471276 -1.12314025651105 0.341283847956953 0.141983940078561 0.261571454325375 0.126367392527622 -0.212220049087678 0.127676472093668 -0.0255148892336724 0 0 0 0 0 0 0 1 1 1 1
"12" 12 "Raspkaer" "Njut" "NT" "Thy" "LateMoistPoor" 473347.36 6321636.52 6.603 6.366 2.768 2.103 0.04701 "EarlyWetPoor" 2.440597057 -0.473242924507211 -0.587963504093179 0.229745197032311 0.0530062793440104 -0.796543014278771 0.486657687119129 0.118953503445759 0.149128352511727 -1.42540199525271 0.397059379891343 0.231247680480808 -0.362315723310964 0.131309188309153 -0.158864079874658 0.176926878293025 -0.157003164485836 0 1 0 1 0 0 0 0 1 1 1
"13" 13 "Toemmerby_Fjord" "Njut" "NT" "Thy" "LateWetPoor" 495752.92 6323436.49 5.192 6.952 3.275 3.073 0 "LateWetPoor" 3.812526235 -0.147407089071569 -0.341018504559212 0.294415298942733 -0.0395449855775367 -0.549198186460021 0.0149498098997446 -0.516396069330189 -0.0161396697215674 -0.742053753405123 0.694739082420541 -0.519432917378846 -0.275865462109551 0.180505451683138 -0.0525216391603422 -0.118780600272176 -0.0789596169214115 0 1 0 0 0 0 1 0 0 1 1
"14" 14 "Febbersted" "Njut" "NT" "Thy" "MidDryPoor" 480429.24 6330041.18 6.87 4.578 4.525 2.492 0.56558 "EarlyDryPoor" -0.00224837 -0.421731081365193 -0.646458825667426 -0.425366997568328 0.0433116170775937 -0.674207552184105 0.356818430273408 0.561070717936733 0.0767162206824942 -1.0157128051406 -0.38206243026119 0.618335813511721 0.0676597890238312 0.00917542102803766 -0.244532708090066 0.05152649886893 -0.221828344513285 0 0 0 0 0 0 0 0 1 1 1
"15" 15 "Kokkaervand" "Njut" "NT" "Thy" "MidMoistPoor" 478318.42 6324607.29 7.281 5.964 3.334 2.289 0.13149 "EarlyDryPoor" -0.002171542 -0.555164417796549 -0.671473571533224 0.00265254089018949 0.0588626216368523 -0.679993882646995 0.331450261974926 0.60490125628889 0.104380898014194 -1.41307461248631 0.00838171480400684 0.688497299954161 0.00642352978995294 0.0672058080552992 -0.279647993221068 0.182622698606516 -0.136920667134886 0 0 0 0 0 0 0 0 1 1 1
"16" 16 "Tjenestejorden" "Njut" "NT" "Thy" "Oldfield" 494961.69 6323036.61 6.699 5.029 5.912 4.454 0.29629 "Agricultural" 0.00340252 -0.2534612205179 0.476332812653084 -0.475810800003102 0.106724303128523 0.418315033932454 -0.0810985753455385 0.532570847770164 -0.304703299713584 0.733083160570786 -0.560954565565406 0.393923642341866 0.799709600912029 -0.173619743914886 0.0612765334736942 0.224669645773938 -0.113250301673014 0 0 1 0 0 0 0 0 0 1 1
"17" 17 "Tovsigvej" "Njut" "NT" "Thy" "Plantation" 494653.15 6322391.79 4.891 5.871 3.044 3.26 0 "LateDryPoor" 3.233060507 0.172579422824416 -0.394772437294114 -0.214441506028055 -0.164537163398098 -0.788960196521367 -0.239161161171702 -0.042933437097397 0.0277239481011131 -1.35951339478889 -0.44316013985685 -0.338069174982516 -0.485003637444968 0.0386425344312935 -0.221150019733486 -0.0575695528995954 -0.113663859880939 0 1 0 0 0 1 0 0 0 1 1
"18" 18 "Oesterild" "Njut" "NT" "Thy" "EarlyMoistRich" 492404.99 6322387.73 6.607 6.674 4.789 3.495 0.15663 "EarlyWetPoor" 0.003180596 -0.258222572031777 0.1089060498537 -0.0938756645081188 0.230547935986796 -0.121685140697756 0.24774330956951 0.31556625659461 -0.444703837184598 -0.128629494342207 0.167334207008109 0.303023564592989 0.50974583165722 0.0416189069979635 -0.0134590123023584 0.178409767769458 -0.0911258151855581 0 0 0 0 0 0 0 0 0 1 1
"19" 19 "Buderupholm" "Njut" "NH" "Himmerland" "Hotspot" 552575.8 6301441.4 4.055 5.244 6.079 4.859 0 "LateDryRich" 10.34499237 1.08377605122054 -0.17443673586371 0.0470587853136948 0.408315324607975 0.0252063730852831 -0.73002362791121 0.116029693380778 0.670573975242815 -0.246991800373539 0.037563888344654 0.367905246614304 0.132406680892266 -0.111481310868512 -0.0945970822794732 -0.0223901945578325 -0.141296159685857 1 1 0 0 1 0 0 0 0 0 1
"20" 20 "Urskoven" "Njut" "NH" "Himmerland" "LateDryPoor" 551027.73 6297142.84 4.573 5.383 4.72 4.407 0 "LateDryPoor" 12.93199233 0.853483680320505 -0.250373517423678 -0.228824397196694 0.367716327911735 -0.505895001587666 -0.537435298662151 0.0010131407034088 -0.0458978436359804 -0.793357344793856 -0.36670358346065 -0.547566428959187 0.260803244066145 -0.0157494181602819 -0.178395224361003 -0.130320243129462 -0.0244741751449518 1 1 0 0 1 0 0 0 0 0 1
"21" 21 "Skindbjerglund" "Njut" "NH" "Himmerland" "LateDryRich" 556187.31 6305594.48 4.26 5.652 5.062 4.902 0 "LateDryPoor" 7.733472421 0.95510349877326 -0.0806665669947539 -0.323404825441624 -0.0711237071821998 -0.405030902701117 -0.547283732185531 -0.135100066951694 -0.206368731646534 -0.998405149023652 -0.290032475028349 -0.476356657951484 0.520437194584742 -0.0203304518030272 -0.182343467046757 -0.0918205472964872 -0.0251487318502599 0 1 0 0 0 1 0 0 0 0 1
"22" 22 "Hoestemark_Engskov" "Njut" "NH" "Himmerland" "LateMoistRich" 574000.44 6311083.17 4.6 5.877 4.079 3.953 0 "LateWetPoor" 8.973448685 0.713599325100313 -0.309050366257715 0.0876790017006295 0.561458043875581 -0.748778700834894 -0.439447336641329 -0.409157786053406 0.174012344131591 -1.26408393227765 0.0287706486887405 -0.586342816275117 -0.00448496862126001 -0.0326489282174018 -0.214672674881151 -0.0613318291441694 -0.01086598914057 0 1 0 0 0 0 0 0 1 0 1
"23" 23 "Hoestemark_Sumpskov" "Njut" "NH" "Himmerland" "LateWetRich" 574846.28 6310504.06 5.945 7.346 5.12 4.423 0.0296 "LateWetRich" 6.398952109 0.259000494174974 0.148114629711908 0.537192284322553 0.404022591607755 0.183042226077716 0.101974234423275 -0.60543849327946 -0.165237216494864 0.499995014270366 0.84235950174471 -0.394008746869862 0.315945829934511 0.304976757393697 0.0827050670127786 0.00413584142241195 -0.0251661177239369 0 1 0 0 0 0 0 0 0 0 1
"24" 24 "Regan_Vest" "Njut" "NH" "Himmerland" "MidDryRich" 548845.8 6298055.85 5.181 5.499 5.981 4.798 0.04453 "LateDryRich" 3.541327314 0.619164779340156 0.0193274634831104 0.0439055737850591 -0.713183935869833 0.390131937929979 -0.545124978649138 0.112433675826813 0.355108056357706 0.447159594080299 -0.979371661691496 -0.514589787240755 -0.393723942285858 -0.0837454283905633 0.0826785572183285 0.0266444674717233 -0.369645459010417 0 1 0 0 0 0 0 0 0 0 1
"25" 25 "Gravlev_Kaer" "Njut" "NH" "Himmerland" "MidWetRich" 550046.75 6299092.95 6.494 7.919 5.797 4.53 0.12457 "EarlyWetRich" 0.00112817 -0.333094368535722 0.492227939766399 0.419326945514647 -0.0341065846901905 0.794376259082347 0.285973453723381 -0.288554212719393 -0.117348620004271 1.55571157957638 1.16327068605281 0.0233573641313145 0.416852008809546 0.176633849028584 0.256024359921084 0.0332850982529294 -0.0950602519843852 0 0 0 0 0 0 0 0 0 0 1
"26" 26 "Rold" "Njut" "NH" "Himmerland" "Plantation" 551953.55 6296984.85 4.583 5.685 4.589 4.119 0 "LateDryPoor" 12.84610454 1.0091579526051 -0.3228303845711 -0.174110634412675 0.347529356920348 -0.621453988246556 -0.598435487567715 -0.128571594093213 -0.117144238286101 -0.945906896060642 -0.403051358992203 -0.548209251329111 0.500077790158867 -0.0389521967422146 -0.178191625170855 -0.136425460290267 -0.113570440117753 1 1 0 0 1 0 0 0 0 0 1
"27" 27 "Husby_Klit" "Wjut" "VU" "Ulfborg" "EarlyDryPoor" 446100.59 6241311.1 7.131 5.016 4.227 2.406 0.3674 "EarlyDryPoor" 0.001363547 -0.398827026505639 -0.534861535838574 -0.388135686605044 0.225129316169847 -0.673833998795626 0.235298140089062 0.506182813209862 -0.0888877389121192 -1.19673937632414 -0.415605713612608 0.543012765104553 0.202463116552191 0.0151940836358198 -0.115992572933074 0.143065689595489 -0.221892295645844 0 0 0 0 0 0 0 0 1 1 1
"28" 28 "Ejstrup_Mose" "Wjut" "VU" "Ulfborg" "EarlyWetPoor" 461377.1 6224901.35 6.869 8.417 3.306 2.087 0.13492 "EarlyWetPoor" 0.074736127 -0.257623436811053 -0.493927944970547 0.452398116918783 -0.0605201812691668 -0.290556789818191 0.789493692578537 -0.422156444937679 -0.228626969767665 -0.303509113731101 1.70701389426707 0.150265209253159 -0.0284463010139067 0.325504087789034 0.0258233625630517 -0.0299094046633755 -0.0576809998689008 0 0 0 0 0 0 0 0 1 1 1
"29" 29 "Soenderbyvej" "Wjut" "VU" "Ulfborg" "Field" 450191.29 6239197.91 6.552 4.504 6.504 6.055 0.20769 "Agricultural" 0.000762709 -0.017151689027102 1.2774285637225 -0.0713309878110944 0.350213831815648 0.620621974367707 0.0058294931738125 0.298917415560801 -0.0821886544693951 1.04279050796637 -0.276087256365821 0.464980518985316 0.869672596422511 -0.053720125526634 0.126580421431949 0.295667555563302 -0.0485701723419031 0 0 1 0 0 0 0 0 0 1 1
"30" 30 "Lilleaa" "Wjut" "VU" "Ulfborg" "MidDryPoor" 469508.51 6233883.66 5.535 5.898 2.926 2.397 0 "EarlyDryPoor" 0.15418662 -0.37481840017258 -0.856090261661939 -0.336434035425897 -0.07333885728501 -0.781016308095371 0.202203811797674 0.369635827201714 0.167714858325197 -1.43583449351126 -0.222336316086201 0.330719676160521 0.0275044924950149 -0.00137336579108395 -0.256535491002224 -0.02647623930438 -0.0794713352862829 0 0 0 0 0 0 0 1 1 1 1
"31" 31 "Ejstrup_Eng" "Wjut" "VU" "Ulfborg" "MidMoistRich" 462049.39 6224867.18 6.29 7.568 5.373 4.169 0.11177 "EarlyWetRich" 1.21057273 -0.363627483831319 0.158147427752487 0.488029858883834 0.136644106873927 0.423120717222158 0.131156091069235 -0.550087939506408 -0.5237937435492 0.838297195806483 0.677378706303125 -0.363561387366298 -0.0544640729479932 0.165017227179467 0.165923173076281 -0.0154257555064408 -0.121113042952514 0 0 0 0 0 0 0 0 0 1 1
"32" 32 "Ejstrup_Krat" "Wjut" "VU" "Ulfborg" "MidWetPoor" 461030.9 6225250.05 5.964 7.715 4.769 4.053 0.14703 "LateWetPoor" 1.468814816 -0.669839926566935 0.157945298701095 0.675827902710836 -0.0392151147134135 0.28289640044032 0.184744766610025 -0.646803471486285 -0.318514191660135 0.88403708396607 1.53524463163208 -0.343439667005376 0.366195089960805 0.256368740178862 0.132444941118435 -0.0791644174765676 -0.0203150960310604 0 0 0 0 0 0 1 0 0 1 1
"33" 33 "Nissum" "Wjut" "VU" "Ulfborg" "MidWetRich" 448188.69 6241791.55 5.711 7.722 5.216 4.724 0.12584 "LateWetRich" 1.665500652 -0.0608985681585364 0.203296579668117 0.602540052872833 0.421768459424145 0.0543908825369856 -0.00351248286739646 -0.436658487797471 -0.426441456299382 0.17673336155029 0.783101974527801 -0.340806990441447 0.745520702337418 0.202217152591123 0.00974788128937791 0.0168253283870794 -0.0992839107156649 0 0 0 0 0 0 1 0 0 1 1
"34" 34 "Klitvej" "Wjut" "VU" "Ulfborg" "Oldfield" 446447.59 6231765.31 6.986 5.681 5.392 4.04 0.51816 "Agricultural" -0.002535826 -0.846258569660697 0.337398087808807 -0.267098963995612 0.166343782189173 0.134813752352345 0.10413138974723 0.257056686429513 -0.484552771039958 -0.0113500597124051 0.232498952555685 0.292502301926258 0.896628441472357 0.0133163540430834 -0.0600809488658745 0.147946300508634 -0.113938505692877 0 0 1 0 0 0 0 0 0 1 1
"35" 35 "Straasoe_Plantage" "Wjut" "VU" "Ulfborg" "Plantation" 468638.9 6233491.8 4.546 5.333 3.883 3.767 0 "LateDryPoor" 5.814491445 0.617112938649488 -0.440928345022215 -0.0835685827634492 0.465405040373768 -0.742386108792527 -0.269548255181481 -0.145245538517769 0.0674756174127706 -1.03142732179774 -0.248785382897226 -0.462517471574966 -0.245192624953119 0.0175437383856801 -0.276549809876034 0.0237087130036942 -0.0757623787591514 0 1 0 0 1 0 0 0 0 1 1
"36" 36 "Nymindegab" "Wjut" "VO" "Oksb°l" "EarlyMoistRich" 448267.08 6186361.71 6.189 7.396 6.225 3.962 0.46487 "EarlyWetRich" 0.001298491 -0.301448163268139 -0.0610430991394911 0.295210785853653 0.337663573914528 0.712213979457314 0.525278236230627 -0.53548760565262 -0.0944067808630627 0.873404460384046 0.884733418495353 -0.181282853950463 -0.958327110927771 0.206082635413053 0.0913695331126669 0.115253776218209 -0.327644851072269 0 0 0 0 0 0 0 0 1 1 1
"37" 37 "Houstrup_Strand" "Wjut" "VO" "Oksb°l" "EarlyWetRich" 448740.91 6181178.73 6.813 7.85 5.058 3.229 0.33922 "EarlyWetRich" 0.01737838 -0.671569218450967 -0.0279658257270351 0.545465226965407 -0.0859728923121971 0.382085834263984 0.756168455783754 -0.465951821462909 -0.291130299819304 1.07884404186651 2.13911789517689 0.0681866034150976 -0.290251416459816 0.440586152171673 0.230486296038949 -0.0957973983033181 -0.0431422154223282 0 0 0 0 0 0 0 0 1 1 1
"38" 38 "Vroegum_Kaer" "Wjut" "VO" "Oksb°l" "Hotspot" 452315.55 6170040.1 6.261 7.02 5.347 3.687 0.17162 "EarlyWetRich" 0.013943555 -0.532779715020577 0.231551327448426 0.225181295864768 0.237938506297677 0.595418935660849 0.543809388815959 -0.293446635666001 -0.234488810735958 1.1020370981043 0.771006787999672 0.264715152507024 -0.173965778292561 0.274057471367141 0.153736854003869 -0.0799689995771241 -0.135905633159906 0 0 0 0 0 0 0 0 0 1 1
"39" 39 "Kjaergaard_Loevklitter" "Wjut" "VO" "Oksb°l" "LateMoistPoor" 449133.01 6172345.92 5.036 5.633 3.624 3.486 0.0875 "LateDryPoor" 4.374057957 -0.0823537902313927 -0.231884636043949 -0.170812980236603 0.0485035531436718 -0.679703618966733 -0.224149800949298 -0.17755004562091 -0.0376114104471819 -0.930900527116489 -0.278563285212468 -0.270450071433589 0.239190062365235 -0.0340558071949308 -0.160346147091713 -0.0435135878891484 -0.0151627075143322 0 1 0 0 0 1 0 0 0 1 1
"40" 40 "Loenne" "Wjut" "VO" "Oksb°l" "Ley" 450646.5 6183553.05 7.026 5.623 6.067 5.538 0.44702 "Agricultural" -0.0003004 -0.207709828412829 0.682878034087126 -0.101106530235894 0.538634101059271 0.438518933735162 0.181658313965342 0.151784998389782 -0.326152974939019 0.642501161653779 0.392337655110224 0.552451601197528 0.705113942037315 0.0811939086436002 0.0356133623686844 0.169240166814152 -0.121465677394465 0 0 1 0 0 0 0 0 0 1 1
"41" 41 "Blaavand" "Wjut" "VO" "Oksb°l" "MidDryRich" 441992.95 6157820.4 7.029 4.561 5.25 3.142 0.43264 "EarlyDryRich" 0.001923052 -0.583155602693519 0.0807731814154909 -0.535742795691463 -0.180708469403232 0.416297538722971 0.183989108510962 0.617437665214202 -0.0161623859367708 0.718431620501874 -0.833351608255487 0.717098013369023 -0.240188169096708 -0.165493603460044 -0.0640787546940769 0.233227213345596 0.31916526679825 0 0 0 0 0 0 0 0 1 1 1
"42" 42 "Breddal" "Wjut" "VO" "Oksb°l" "MidMoistPoor" 447793.59 6171266.16 6.56 8.027 2.711 1.514 0 "EarlyWetPoor" -0.001438912 -0.546460225706388 -0.852934106938148 0.130029917561202 0.118533370682467 -0.737874308439282 0.785642778665402 0.136218430864346 0.294214828502114 -1.2302945287752 1.40495057120681 0.470886085635453 0.135700043762515 0.130310263764015 -0.11965850532548 0.256649613237525 0.0073690147663188 0 0 0 0 0 0 0 0 1 1 1
"43" 43 "Filsoevej" "Wjut" "VO" "Oksb°l" "Plantation" 450717.4 6169922.5 6.018 6.51 4.695 4.287 0.1789 "LateWetPoor" 5.736051266 0.227368700194507 0.221555701140047 0.0663755574485546 -0.155325919689759 -0.252801815448946 -0.00973117360059918 -0.212018779877639 -0.525418457755054 -0.570654176971456 0.535749170961702 0.0274970391937115 0.708455064202878 0.171394366806412 -0.0337752914421321 0.112132096750497 -0.0132494961341846 0 1 0 0 0 1 0 0 0 1 1
"44" 44 "Lovrup" "Wjut" "VD" "Draved" "EarlyDryRich" 493481.4 6110733.35 6.278 5.623 4.401 3.262 0.07668 "EarlyDryRich" 2.372233603 -0.261695807310795 0.115647581172078 -0.218954753599956 -0.0869748195248327 -0.324188983399503 0.135385800095816 0.312204760378545 -0.29664665833405 -0.614786040240316 -0.409439086741999 0.537352051691281 0.0902439795481186 -0.0687205898492954 -0.164830682489864 0.0745305197421949 -0.0104123481564776 0 1 0 0 0 0 0 0 0 1 1
"45" 45 "Helm_Hede" "Wjut" "VD" "Draved" "EarlyMoistPoor" 495874 6114066.95 6.327 6.699 3.251 2.419 0.01786 "EarlyWetPoor" 0.007771613 -0.378290845735476 -0.600563416843338 -0.0135063660196576 0.276334576740007 -0.539162532263961 0.541265094263553 0.213498972737118 -0.0512570124532055 -1.02962250810678 0.658109372398788 0.451491727243654 0.115146721706653 0.0756362087143896 -0.152977805671979 0.103189181277221 0.156690139284503 0 0 0 0 0 0 0 1 1 1 1
"46" 46 "Lindestykket" "Wjut" "VD" "Draved" "Hotspot" 497379.95 6096050.55 4.434 5.839 5.322 4.953 0.01087 "LateWetRich" 6.766698434 0.793263975824531 0.238831791258117 0.1207676565146 0.124121134703743 -0.339770770721006 -0.432094538711409 -0.348856684082809 -0.0688710997548687 -0.52356389281453 0.164280718265576 -0.641733858638253 0.115714293367799 0.0806356069595185 -0.0548395384384164 -0.14659884974763 0.0549374141678585 0 1 0 0 0 1 0 0 0 1 1
"47" 47 "Lindet" "Wjut" "VD" "Draved" "LateDryPoor" 496881.6 6117838.2 4.813 5.59 3.907 3.951 0 "LateDryPoor" 13.41087524 0.324988694315427 -0.0456083948587954 -0.356853616281499 -0.147030194468689 -0.597026703176539 -0.434322808317393 -0.176081029489565 -0.0442910215122429 -1.03280454256698 -0.35168796492635 -0.415667127878101 0.159884593003045 -0.013155515073095 -0.181612590037699 -0.165765767292724 0.0283143659158674 1 1 0 0 0 1 0 0 0 1 1
"48" 48 "Gram_Slot" "Wjut" "VD" "Draved" "LateDryRich" 503771.2 6127398.65 4.135 5.188 5.135 5.167 0 "LateDryPoor" 7.837952773 0.621708331653856 -0.25523501682761 0.154878360087166 0.237532771423477 -0.417267301796457 -0.575845872358997 -0.186078244468096 -0.0402954067053862 -0.876833350498122 -0.341487808073442 -0.535841116015026 0.343469626750562 -0.058311989345017 -0.195203691982645 -0.149752059996965 0.127180508723129 0 1 0 0 1 0 0 0 0 1 1
"49" 49 "Groennevej" "Wjut" "VD" "Draved" "LateMoistRich" 498339.14 6096492.48 4.444 5.738 5.884 5.297 0 "LateWetRich" 9.495507138 0.718576968385916 0.0729284056568493 -0.00233556057714338 -0.230637440228871 -0.189618442996165 -0.476046981641768 -0.198307380071922 -0.177525824451889 -0.215153549582325 -0.0783476072305296 -0.54034695523363 0.23987805779512 0.0246595149985335 0.00717656889612869 -0.161139051600987 0.0908468466418315 1 1 0 0 0 1 0 0 0 1 1
"50" 50 "Graabjerg_Mose" "Wjut" "VD" "Draved" "LateWetPoor" 499012.4 6096769 5.565 6.514 3.931 4.041 0.04167 "LateWetPoor" 3.691483478 0.296264304229951 -0.446100510910956 0.205102795226064 -0.25033695397877 -0.57471680755092 -0.176287500758166 -0.468118945572911 0.113043672101367 -1.2248724735064 0.0726333862258478 -0.416185035251815 -0.0243483058042505 0.0463414037071307 -0.166966439782932 -0.0879326541309865 0.10105316883729 0 1 0 0 0 0 0 0 0 1 1
"51" 51 "Gram_aa" "Wjut" "VD" "Draved" "LateWetRich" 504292.12 6127347.77 5.59 7.428 6.016 5.938 0.08812 "LateWetRich" NA 0.374916472413241 0.877778442025207 0.531938187624568 -0.282656100172393 0.555767056905575 -0.353789086384465 -0.634212511286609 -0.10587014056719 1.20627974073039 0.343144862027963 -1.01443215946617 0.00252451047355418 0.142336026524183 0.206914955901628 -0.166324437060752 0.0621942526213318 0 0 0 0 0 0 0 0 0 1 1
"52" 52 "Damvej" "Wjut" "VD" "Draved" "Plantation" 496807.52 6115355.54 5.78 6.098 3.518 3.632 0 "LateDryPoor" 8.605807304 0.293222404159188 -0.713151700144358 -0.650345960626295 -0.336650081465451 -0.876933440306313 -0.116635279646377 -0.0766239006944246 0.19712013748796 -1.77297685652568 -0.497503345443527 -0.414081569063378 -0.28597001098269 0.0149599310170276 -0.236605990819847 -0.0400196664297447 0.0786417259314254 0 1 0 1 0 0 0 0 0 1 1
"53" 53 "Elbjerg" "Ejut" "EM" "Mols" "EarlyDryRich" 595013.75 6228997 6.702 4.942 5.745 3.891 0.13187 "EarlyDryRich" -0.002591369 -0.0702497566537835 0.36221457589078 -0.391821287179219 0.0511754705031473 0.266009114058624 -0.160631621158616 0.489464322976479 -0.350951353123232 0.478393450924351 -0.486667685454069 0.234943117132363 0.318649332988988 -0.197989199520419 0.0901379143269641 -0.00316688121751207 -0.0784908429032913 0 0 0 0 0 0 0 0 0 0 1
